Concept(EN),ConceptClass,Concept(IT),Prod.Frequency,Rank,Feature,RelationType,FreqWaCKy,logFreqWaCKy,No.Letters,No.Syllables,No.Features,No.DistinguishingFeatures,Percent.DistinguishingFeatures,MeanDistinctivenessAcrossFeatures,MeanCueValidity,No.IntercorrelatedFeatures,Percent.IntercorrelatedFeatures,IntercorrelationalDensity,(Non)Distinguishing,Distinctiveness,Q1,Q2,T,S_obs,U,S_hat,sd_S_hat,CI_L,CI_U,C_T,Nationality
leg,bodypart,Bein,5,5,has_bones,eci,67463,11.1193345784244,4,1,9,7,0.777778,0.725926,9.526096,6,1.0,2.37027889934901,D,1.0,53,5,35,74,176,346.874285714286,144.168652801544,177.184333910293,795.624814371687,0.700525536825206,DE
leg,bodypart,Bein,5,5,has_thigh,ece,67463,11.1193345784244,4,1,9,7,0.777778,0.725926,9.526096,6,1.0,2.37027889934901,D,1.0,53,5,35,74,176,346.874285714286,144.168652801544,177.184333910293,795.624814371687,0.700525536825206,DE
potato,vegetable,Kartoffel,20,1,grows_underground,sl,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,0.5,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,19,2,a_vegetable,ch,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,ND,0.2,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,10,3,is_brown,ese,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,ND,0.25,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,10,3,is_edible,sa,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,0.1,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,10,3,is_yellow_inside,esi,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,0.5,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,8,4,used_for_french_fries,se,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,7,5,a_food,ch,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,6,6,a_corm,ch,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,6,6,eaten_by_cooking,sa,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,0.5,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,6,6,is_round,ese,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,ND,0.111111,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,6,6,used_for_different_meals,se,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,5,7,has_a_peel,ece,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,ND,0.333333,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,5,7,has_carbohydrates,eci,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,5,7,has_starch,eci,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,5,7,is_healthy,iep,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,ND,0.166667,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
potato,vegetable,Kartoffel,5,7,is_oval,ese,21495,9.97557562893038,9,3,16,11,0.6875,0.603819,7.961965,23,0.638889,6.79175646881084,D,1.0,46,9,38,78,223,192.461988304094,52.0524191851515,126.933489736826,345.74192556037,0.795880696631557,DE
shoes,clothing,Schuhe,12,1,worn_on_feet,sf,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,0.5,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,9,2,clothing,ch,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,ND,0.2,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,9,2,has_a_sole,ece,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,9,2,used_for_feet,sa,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,8,3,has_a_lace,ece,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,7,4,different_sizes,ese,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,ND,0.333333,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,7,4,different_types,eq,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,ND,0.166667,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,7,4,worn_for_protection,sf,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,6,5,associated_with_women,se,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,6,5,worn_for_protection_from_cold,sf,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,5,6,different_colours,ese,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,ND,0.2,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
shoes,clothing,Schuhe,5,6,worn_for_protection_from_injuries,sf,40232,10.6024179778518,6,2,12,8,0.666667,0.7,9.984965,3,0.5,0.547644561539792,D,1.0,52,14,38,88,201,182.03007518797,37.4927216204313,132.289389999143,287.633705499812,0.745004485767882,DE
sweater,clothing,Pullover,16,1,clothing,ch,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,ND,0.2,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,16,1,worn,sf,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,15,2,made_of_wool,em,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,11,3,has_long_sleeves,ece,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,10,4,worn_for_the_cold,sf,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,10,4,worn_for_warmth,sf,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,8,5,worn_in_winter,st,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,8,5,worn_on_torso,sf,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,1.0,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,7,6,different_colours,ese,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,ND,0.2,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,7,6,is_warm,iep,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,1.0,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sweater,clothing,Pullover,5,7,made_of_cotton,em,3428,8.13973227971767,8,3,11,9,0.818182,0.536364,10.886484,43,0.955556,18.1030093656851,D,0.5,53,9,35,78,200,229.596825396825,66.6300821092525,144.520364015683,423.482136342151,0.737620879120879,DE
sword,implement,Schwert,19,1,used_for_fighting,sf,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,13,2,used_by_knights,sp,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,11,3,a_weapon,ch,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,11,3,is_sharp,ese,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,8,4,has_a_handle,ece,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,ND,0.333333,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,8,4,made_of_iron,em,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,0.5,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,7,5,is_pointed,ese,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,7,5,made_of_metal,em,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,0.5,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,6,6,used_for_injuring_humans,sf,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,5,7,has_a_blade,ece,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,5,7,is_dangerous,iep,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,0.5,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,5,7,is_long,ese,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,ND,0.333333,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
sword,implement,Schwert,5,7,used_for_killing_humans,sf,27220,10.2117072762055,7,1,13,11,0.846154,0.782051,16.053632,1,0.1,0.987924373781878,D,1.0,42,9,37,70,188,165.351351351351,44.401054219218,110.015865111779,297.206888546127,0.779224030037547,DE
table,furniture,Tisch,27,1,used_for_eating_on,sf,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,23,2,has_4_legs,ece,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,ND,0.2,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,20,3,made_of_wood,em,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,ND,0.125,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,18,4,used_for_holding,sf,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,9,5,has_a_plate,ece,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,8,6,associated_with_chairs,se,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,8,6,furniture,ch,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,ND,0.25,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,6,7,used_for_writing_on,sf,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,5,8,has_legs,ece,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,D,1.0,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
table,furniture,Tisch,5,8,is_round,ese,88329,11.3888237584932,5,1,10,6,0.6,0.668611,11.538922,10,0.666667,3.73375793531312,ND,0.111111,44,5,37,62,192,250.367567567568,102.520744188886,131.410883762686,573.192749434442,0.772271016311167,DE
train,vehicle,Zug,32,1,used_for_transportation,sf,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.2,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,31,2,used_on_rail_tracks,se,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,D,1.0,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,17,3,has_cars,ece,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,D,1.0,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,16,4,a_vehicle,ch,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.2,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,13,5,is_fast,iep,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,D,0.5,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,10,6,used_by_humans,sp,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.166667,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,9,7,is_long,ese,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.333333,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,9,7,used_for_cargo,se,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.25,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,9,7,used_for_moving,sf,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,ND,0.333333,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,8,8,used_by_persons,sp,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,D,1.0,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
train,vehicle,Zug,5,9,is_spacious,esi,132469,11.7941039347708,3,1,11,5,0.454545,0.498485,13.987056,33,0.916667,9.55912964547553,D,0.5,37,10,37,63,221,129.6,31.4591163257966,90.6351071770803,223.50453401819,0.835055824787812,DE
